Number Passengers,airport_1,airport_2,start_lat,start_lon,end_lat,end_lon,Year
285636,PE,RJ,-8.28,-35.07,-22.84,-43.15,2002
184212,PE,RN,-8.28,-35.07,-5.22,-36.52,2002
30639,PE,RS,-8.28,-35.07,-30.01,-51.22,2002
3336,PE,SC,-8.28,-35.07,-27.33,-49.44,2002
47941,PE,SE,-8.28,-35.07,-10.9,-37.07,2002
691685,PE,SP,-8.28,-35.07,-23.55,-46.64,2002
1,PI,PR,-8.28,-43.68,-24.89,-51.55,2002
8716,PI,RJ,-8.28,-43.68,-22.84,-43.15,2002
146,PI,RN,-8.28,-43.68,-5.22,-36.52,2002
351,PI,RO,-8.28,-43.68,-11.22,-62.8,2002
74,PI,RS,-8.28,-43.68,-30.01,-51.22,2002
153,PI,SC,-8.28,-43.68,-27.33,-49.44,2002
4661,PI,SP,-8.28,-43.68,-23.55,-46.64,2002
332207,PR,RJ,-24.89,-51.55,-22.84,-43.15,2002
2537,PR,RN,-24.89,-51.55,-5.22,-36.52,2002
117,PR,RO,-24.89,-51.55,-11.22,-62.8,2002
318780,PR,RS,-24.89,-51.55,-30.01,-51.22,2002
55685,PR,SC,-24.89,-51.55,-27.33,-49.44,2002
2042202,PR,SP,-24.89,-51.55,-23.55,-46.64,2002
245,PR,TO,-24.89,-51.55,-10.25,-48.25,2002
78370,RJ,RN,-22.84,-43.15,-5.22,-36.52,2002
6456,RJ,RR,-22.84,-43.15,1.89,-61.22,2002
365885,RJ,RS,-22.84,-43.15,-30.01,-51.22,2002
96838,RJ,SC,-22.84,-43.15,-27.33,-49.44,2002
38741,RJ,SE,-22.84,-43.15,-10.9,-37.07,2002
4163652,RJ,SP,-22.84,-43.15,-23.55,-46.64,2002
8276,RN,RS,-5.22,-36.52,-30.01,-51.22,2002
30,RN,SC,-5.22,-36.52,-27.33,-49.44,2002
29,RN,SE,-5.22,-36.52,-10.9,-37.07,2002
168231,RN,SP,-5.22,-36.52,-23.55,-46.64,2002
37,RO,RR,-11.22,-62.8,1.89,-61.22,2002
81,RO,RS,-11.22,-62.8,-30.01,-51.22,2002
180,RO,SC,-11.22,-62.8,-27.33,-49.44,2002
26370,RO,SP,-11.22,-62.8,-23.55,-46.64,2002
1,RR,SP,1.89,-61.22,-23.55,-46.64,2002
218936,RS,SC,-30.01,-51.22,-27.33,-49.44,2002
654,RS,SE,-30.01,-51.22,-10.9,-37.07,2002
1444972,RS,SP,-30.01,-51.22,-23.55,-46.64,2002
1184275,SC,SP,-27.33,-49.44,-23.55,-46.64,2002
17801,SE,SP,-10.9,-37.07,-23.55,-46.64,2002
1548,SP,TO,-23.55,-46.64,-10.25,-48.25,2002
27795,AC,AM,-8.77,-70.55,-3.07,-61.66,2003
36988,AC,DF,-8.77,-70.55,-15.83,-47.86,2003
4969,AC,GO,-8.77,-70.55,-16.64,-49.31,2003
9,AC,PA,-8.77,-70.55,-5.53,-52.29,2003
14628,AC,RO,-8.77,-70.55,-11.22,-62.8,2003
9610,AC,SP,-8.77,-70.55,-23.55,-46.64,2003
103454,AL,BA,-9.71,-35.73,-12.96,-38.51,2003
157,AL,CE,-9.71,-35.73,-3.71,-38.54,2003
60861,AL,DF,-9.71,-35.73,-15.83,-47.86,2003
1397,AL,ES,-9.71,-35.73,-19.19,-40.34,2003
1019,AL,GO,-9.71,-35.73,-16.64,-49.31,2003
7574,AL,MG,-9.71,-35.73,-18.1,-44.38,2003
17,AL,PB,-9.71,-35.73,-7.06,-35.55,2003
55805,AL,PE,-9.71,-35.73,-8.28,-35.07,2003
205,AL,PR,-9.71,-35.73,-24.89,-51.55,2003
38094,AL,RJ,-9.71,-35.73,-22.84,-43.15,2003
17762,AL,RN,-9.71,-35.73,-5.22,-36.52,2003
3035,AL,RS,-9.71,-35.73,-30.01,-51.22,2003
401,AL,SC,-9.71,-35.73,-27.33,-49.44,2003
10414,AL,SE,-9.71,-35.73,-10.9,-37.07,2003
144668,AL,SP,-9.71,-35.73,-23.55,-46.64,2003
454,AM,AP,-3.07,-61.66,1.41,-51.77,2003
4400,AM,BA,-3.07,-61.66,-12.96,-38.51,2003
39975,AM,CE,-3.07,-61.66,-3.71,-38.54,2003
264084,AM,DF,-3.07,-61.66,-15.83,-47.86,2003
480,AM,GO,-3.07,-61.66,-16.64,-49.31,2003
8757,AM,MA,-3.07,-61.66,-2.55,-44.3,2003
968,AM,MG,-3.07,-61.66,-18.1,-44.38,2003
20,AM,MS,-3.07,-61.66,-20.51,-54.54,2003
148283,AM,PA,-3.07,-61.66,-5.53,-52.29,2003
9675,AM,PE,-3.07,-61.66,-8.28,-35.07,2003
2632,AM,PI,-3.07,-61.66,-8.28,-43.68,2003
1976,AM,PR,-3.07,-61.66,-24.89,-51.55,2003
81463,AM,RJ,-3.07,-61.66,-22.84,-43.15,2003
1,AM,RN,-3.07,-61.66,-5.22,-36.52,2003
50710,AM,RO,-3.07,-61.66,-11.22,-62.8,2003
47979,AM,RR,-3.07,-61.66,1.89,-61.22,2003
2200,AM,RS,-3.07,-61.66,-30.01,-51.22,2003
10,AM,SC,-3.07,-61.66,-27.33,-49.44,2003
234234,AM,SP,-3.07,-61.66,-23.55,-46.64,2003
32,AP,CE,1.41,-51.77,-3.71,-38.54,2003
38682,AP,DF,1.41,-51.77,-15.83,-47.86,2003
37,AP,GO,1.41,-51.77,-16.64,-49.31,2003
246426,AP,PA,1.41,-51.77,-5.53,-52.29,2003
13,AP,PE,1.41,-51.77,-8.28,-35.07,2003
54,AP,PR,1.41,-51.77,-24.89,-51.55,2003
3825,AP,RJ,1.41,-51.77,-22.84,-43.15,2003
119,AP,RS,1.41,-51.77,-30.01,-51.22,2003
105,AP,SC,1.41,-51.77,-27.33,-49.44,2003
9059,AP,SP,1.41,-51.77,-23.55,-46.64,2003
1,AP,TO,1.41,-51.77,-10.25,-48.25,2003
109560,BA,CE,-12.96,-38.51,-3.71,-38.54,2003
309722,BA,DF,-12.96,-38.51,-15.83,-47.86,2003
31618,BA,ES,-12.96,-38.51,-19.19,-40.34,2003
6606,BA,GO,-12.96,-38.51,-16.64,-49.31,2003
3171,BA,MA,-12.96,-38.51,-2.55,-44.3,2003
214278,BA,MG,-12.96,-38.51,-18.1,-44.38,2003
111,BA,MS,-12.96,-38.51,-20.51,-54.54,2003
2771,BA,MT,-12.96,-38.51,-12.64,-55.42,2003
8264,BA,PA,-12.96,-38.51,-5.53,-52.29,2003
5655,BA,PB,-12.96,-38.51,-7.06,-35.55,2003
271875,BA,PE,-12.96,-38.51,-8.28,-35.07,2003
22531,BA,PR,-12.96,-38.51,-24.89,-51.55,2003
521771,BA,RJ,-12.96,-38.51,-22.84,-43.15,2003
60766,BA,RN,-12.96,-38.51,-5.22,-36.52,2003
57525,BA,RS,-12.96,-38.51,-30.01,-51.22,2003
9660,BA,SC,-12.96,-38.51,-27.33,-49.44,2003
102221,BA,SE,-12.96,-38.51,-10.9,-37.07,2003
1365526,BA,SP,-12.96,-38.51,-23.55,-46.64,2003
252274,CE,DF,-3.71,-38.54,-15.83,-47.86,2003
1200,CE,ES,-3.71,-38.54,-19.19,-40.34,2003
323,CE,GO,-3.71,-38.54,-16.64,-49.31,2003
90275,CE,MA,-3.71,-38.54,-2.55,-44.3,2003
16608,CE,MG,-3.71,-38.54,-18.1,-44.38,2003
96,CE,MS,-3.71,-38.54,-20.51,-54.54,2003
709,CE,MT,-3.71,-38.54,-12.64,-55.42,2003
56143,CE,PA,-3.71,-38.54,-5.53,-52.29,2003
79,CE,PB,-3.71,-38.54,-7.06,-35.55,2003
247179,CE,PE,-3.71,-38.54,-8.28,-35.07,2003
48246,CE,PI,-3.71,-38.54,-8.28,-43.68,2003
8314,CE,PR,-3.71,-38.54,-24.89,-51.55,2003
115755,CE,RJ,-3.71,-38.54,-22.84,-43.15,2003
66564,CE,RN,-3.71,-38.54,-5.22,-36.52,2003
481,CE,RO,-3.71,-38.54,-11.22,-62.8,2003
18191,CE,RS,-3.71,-38.54,-30.01,-51.22,2003
501,CE,SC,-3.71,-38.54,-27.33,-49.44,2003
13,CE,SE,-3.71,-38.54,-10.9,-37.07,2003
397642,CE,SP,-3.71,-38.54,-23.55,-46.64,2003
63113,DF,ES,-15.83,-47.86,-19.19,-40.34,2003
240755,DF,GO,-15.83,-47.86,-16.64,-49.31,2003
155439,DF,MA,-15.83,-47.86,-2.55,-44.3,2003
437585,DF,MG,-15.83,-47.86,-18.1,-44.38,2003
43146,DF,MS,-15.83,-47.86,-20.51,-54.54,2003
146948,DF,MT,-15.83,-47.86,-12.64,-55.42,2003
304007,DF,PA,-15.83,-47.86,-5.53,-52.29,2003
33686,DF,PB,-15.83,-47.86,-7.06,-35.55,2003
279622,DF,PE,-15.83,-47.86,-8.28,-35.07,2003
91811,DF,PI,-15.83,-47.86,-8.28,-43.68,2003
168372,DF,PR,-15.83,-47.86,-24.89,-51.55,2003
887629,DF,RJ,-15.83,-47.86,-22.84,-43.15,2003
96495,DF,RN,-15.83,-47.86,-5.22,-36.52,2003
87386,DF,RO,-15.83,-47.86,-11.22,-62.8,2003
8103,DF,RR,-15.83,-47.86,1.89,-61.22,2003
126149,DF,RS,-15.83,-47.86,-30.01,-51.22,2003
56748,DF,SC,-15.83,-47.86,-27.33,-49.44,2003
28932,DF,SE,-15.83,-47.86,-10.9,-37.07,2003
1608354,DF,SP,-15.83,-47.86,-23.55,-46.64,2003
97500,DF,TO,-15.83,-47.86,-10.25,-48.25,2003
4,ES,GO,-19.19,-40.34,-16.64,-49.31,2003
221337,ES,MG,-19.19,-40.34,-18.1,-44.38,2003
19,ES,PB,-19.19,-40.34,-7.06,-35.55,2003
1724,ES,PE,-19.19,-40.34,-8.28,-35.07,2003
286,ES,PI,-19.19,-40.34,-8.28,-43.68,2003
6752,ES,PR,-19.19,-40.34,-24.89,-51.55,2003
473518,ES,RJ,-19.19,-40.34,-22.84,-43.15,2003
2291,ES,RN,-19.19,-40.34,-5.22,-36.52,2003
25,ES,RS,-19.19,-40.34,-30.01,-51.22,2003
35,ES,SC,-19.19,-40.34,-27.33,-49.44,2003
23,ES,SE,-19.19,-40.34,-10.9,-37.07,2003
318709,ES,SP,-19.19,-40.34,-23.55,-46.64,2003
309,GO,MA,-16.64,-49.31,-2.55,-44.3,2003
4870,GO,MG,-16.64,-49.31,-18.1,-44.38,2003
8000,GO,MS,-16.64,-49.31,-20.51,-54.54,2003
10648,GO,MT,-16.64,-49.31,-12.64,-55.42,2003
286,GO,PA,-16.64,-49.31,-5.53,-52.29,2003
557,GO,PB,-16.64,-49.31,-7.06,-35.55,2003
4885,GO,PE,-16.64,-49.31,-8.28,-35.07,2003
40,GO,PI,-16.64,-49.31,-8.28,-43.68,2003
269,GO,PR,-16.64,-49.31,-24.89,-51.55,2003
12021,GO,RJ,-16.64,-49.31,-22.84,-43.15,2003
267,GO,RN,-16.64,-49.31,-5.22,-36.52,2003
3666,GO,RO,-16.64,-49.31,-11.22,-62.8,2003
1539,GO,RS,-16.64,-49.31,-30.01,-51.22,2003
2,GO,SC,-16.64,-49.31,-27.33,-49.44,2003
931,GO,SE,-16.64,-49.31,-10.9,-37.07,2003
515593,GO,SP,-16.64,-49.31,-23.55,-46.64,2003
12361,GO,TO,-16.64,-49.31,-10.25,-48.25,2003
3,MA,MG,-2.55,-44.3,-18.1,-44.38,2003
55342,MA,PA,-2.55,-44.3,-5.53,-52.29,2003
13538,MA,PE,-2.55,-44.3,-8.28,-35.07,2003
14717,MA,PI,-2.55,-44.3,-8.28,-43.68,2003
1232,MA,PR,-2.55,-44.3,-24.89,-51.55,2003
14269,MA,RJ,-2.55,-44.3,-22.84,-43.15,2003
6,MA,RN,-2.55,-44.3,-5.22,-36.52,2003
78,MA,SC,-2.55,-44.3,-27.33,-49.44,2003
19424,MA,SP,-2.55,-44.3,-23.55,-46.64,2003
2668,MA,TO,-2.55,-44.3,-10.25,-48.25,2003
50,MG,MS,-18.1,-44.38,-20.51,-54.54,2003
11,MG,MT,-18.1,-44.38,-12.64,-55.42,2003
5292,MG,PA,-18.1,-44.38,-5.53,-52.29,2003
16,MG,PB,-18.1,-44.38,-7.06,-35.55,2003
34085,MG,PE,-18.1,-44.38,-8.28,-35.07,2003
323,MG,PI,-18.1,-44.38,-8.28,-43.68,2003
7750,MG,PR,-18.1,-44.38,-24.89,-51.55,2003
556784,MG,RJ,-18.1,-44.38,-22.84,-43.15,2003
6936,MG,RN,-18.1,-44.38,-5.22,-36.52,2003
3475,MG,RS,-18.1,-44.38,-30.01,-51.22,2003
1131,MG,SC,-18.1,-44.38,-27.33,-49.44,2003
11,MG,SE,-18.1,-44.38,-10.9,-37.07,2003
1586476,MG,SP,-18.1,-44.38,-23.55,-46.64,2003
327,MG,TO,-18.1,-44.38,-10.25,-48.25,2003
75857,MS,MT,-20.51,-54.54,-12.64,-55.42,2003
14298,MS,PR,-20.51,-54.54,-24.89,-51.55,2003
1885,MS,RJ,-20.51,-54.54,-22.84,-43.15,2003
24,MS,RS,-20.51,-54.54,-30.01,-51.22,2003
328153,MS,SP,-20.51,-54.54,-23.55,-46.64,2003
246,MT,PB,-12.64,-55.42,-7.06,-35.55,2003
551,MT,PE,-12.64,-55.42,-8.28,-35.07,2003
12867,MT,PR,-12.64,-55.42,-24.89,-51.55,2003
2052,MT,RJ,-12.64,-55.42,-22.84,-43.15,2003
1591,MT,RO,-12.64,-55.42,-11.22,-62.8,2003
367,MT,SE,-12.64,-55.42,-10.9,-37.07,2003
300721,MT,SP,-12.64,-55.42,-23.55,-46.64,2003
35,PA,PB,-5.53,-52.29,-7.06,-35.55,2003
19918,PA,PE,-5.53,-52.29,-8.28,-35.07,2003
4162,PA,PI,-5.53,-52.29,-8.28,-43.68,2003
623,PA,PR,-5.53,-52.29,-24.89,-51.55,2003
46640,PA,RJ,-5.53,-52.29,-22.84,-43.15,2003
2,PA,RN,-5.53,-52.29,-5.22,-36.52,2003
19,PA,RO,-5.53,-52.29,-11.22,-62.8,2003
17,PA,RR,-5.53,-52.29,1.89,-61.22,2003
1700,PA,RS,-5.53,-52.29,-30.01,-51.22,2003
2757,PA,SC,-5.53,-52.29,-27.33,-49.44,2003
101837,PA,SP,-5.53,-52.29,-23.55,-46.64,2003
1781,PA,TO,-5.53,-52.29,-10.25,-48.25,2003
114313,PB,PE,-7.06,-35.55,-8.28,-35.07,2003
244,PB,PR,-7.06,-35.55,-24.89,-51.55,2003
10864,PB,RJ,-7.06,-35.55,-22.84,-43.15,2003
45,PB,RN,-7.06,-35.55,-5.22,-36.52,2003
3,PB,RS,-7.06,-35.55,-30.01,-51.22,2003
3152,PB,SE,-7.06,-35.55,-10.9,-37.07,2003
22860,PB,SP,-7.06,-35.55,-23.55,-46.64,2003
1424,PE,PI,-8.28,-35.07,-8.28,-43.68,2003
7633,PE,PR,-8.28,-35.07,-24.89,-51.55,2003
277394,PE,RJ,-8.28,-35.07,-22.84,-43.15,2003
160781,PE,RN,-8.28,-35.07,-5.22,-36.52,2003
26123,PE,RS,-8.28,-35.07,-30.01,-51.22,2003
1145,PE,SC,-8.28,-35.07,-27.33,-49.44,2003
31294,PE,SE,-8.28,-35.07,-10.9,-37.07,2003
616887,PE,SP,-8.28,-35.07,-23.55,-46.64,2003
242,PI,PR,-8.28,-43.68,-24.89,-51.55,2003
5690,PI,RJ,-8.28,-43.68,-22.84,-43.15,2003
4,PI,RN,-8.28,-43.68,-5.22,-36.52,2003
2,PI,RS,-8.28,-43.68,-30.01,-51.22,2003
200,PI,SC,-8.28,-43.68,-27.33,-49.44,2003
3213,PI,SP,-8.28,-43.68,-23.55,-46.64,2003
7,PI,TO,-8.28,-43.68,-10.25,-48.25,2003
337639,PR,RJ,-24.89,-51.55,-22.84,-43.15,2003
733,PR,RN,-24.89,-51.55,-5.22,-36.52,2003
329843,PR,RS,-24.89,-51.55,-30.01,-51.22,2003
34426,PR,SC,-24.89,-51.55,-27.33,-49.44,2003
1850628,PR,SP,-24.89,-51.55,-23.55,-46.64,2003
83222,RJ,RN,-22.84,-43.15,-5.22,-36.52,2003
1672,RJ,RR,-22.84,-43.15,1.89,-61.22,2003
345564,RJ,RS,-22.84,-43.15,-30.01,-51.22,2003
80576,RJ,SC,-22.84,-43.15,-27.33,-49.44,2003
32106,RJ,SE,-22.84,-43.15,-10.9,-37.07,2003
3900501,RJ,SP,-22.84,-43.15,-23.55,-46.64,2003
4012,RN,RS,-5.22,-36.52,-30.01,-51.22,2003
97,RN,SC,-5.22,-36.52,-27.33,-49.44,2003
10,RN,SE,-5.22,-36.52,-10.9,-37.07,2003
152483,RN,SP,-5.22,-36.52,-23.55,-46.64,2003
13914,RO,SP,-11.22,-62.8,-23.55,-46.64,2003
10343,RR,SP,1.89,-61.22,-23.55,-46.64,2003
217948,RS,SC,-30.01,-51.22,-27.33,-49.44,2003
352,RS,SE,-30.01,-51.22,-10.9,-37.07,2003
1441370,RS,SP,-30.01,-51.22,-23.55,-46.64,2003
1159191,SC,SP,-27.33,-49.44,-23.55,-46.64,2003
52,SC,TO,-27.33,-49.44,-10.25,-48.25,2003
26269,SE,SP,-10.9,-37.07,-23.55,-46.64,2003
9427,SP,TO,-23.55,-46.64,-10.25,-48.25,2003
29126,AC,AM,-8.77,-70.55,-3.07,-61.66,2004
49260,AC,DF,-8.77,-70.55,-15.83,-47.86,2004
4569,AC,GO,-8.77,-70.55,-16.64,-49.31,2004
36,AC,PA,-8.77,-70.55,-5.53,-52.29,2004
24103,AC,RO,-8.77,-70.55,-11.22,-62.8,2004
15581,AC,SP,-8.77,-70.55,-23.55,-46.64,2004
138398,AL,BA,-9.71,-35.73,-12.96,-38.51,2004
360,AL,CE,-9.71,-35.73,-3.71,-38.54,2004
95240,AL,DF,-9.71,-35.73,-15.83,-47.86,2004
1200,AL,ES,-9.71,-35.73,-19.19,-40.34,2004
1078,AL,GO,-9.71,-35.73,-16.64,-49.31,2004
164,AL,MA,-9.71,-35.73,-2.55,-44.3,2004
14419,AL,MG,-9.71,-35.73,-18.1,-44.38,2004
11,AL,MT,-9.71,-35.73,-12.64,-55.42,2004
8,AL,PB,-9.71,-35.73,-7.06,-35.55,2004
43406,AL,PE,-9.71,-35.73,-8.28,-35.07,2004
539,AL,PR,-9.71,-35.73,-24.89,-51.55,2004
48245,AL,RJ,-9.71,-35.73,-22.84,-43.15,2004
13426,AL,RN,-9.71,-35.73,-5.22,-36.52,2004
4846,AL,RS,-9.71,-35.73,-30.01,-51.22,2004
483,AL,SC,-9.71,-35.73,-27.33,-49.44,2004
12405,AL,SE,-9.71,-35.73,-10.9,-37.07,2004
173594,AL,SP,-9.71,-35.73,-23.55,-46.64,2004
81,AM,AP,-3.07,-61.66,1.41,-51.77,2004
4149,AM,BA,-3.07,-61.66,-12.96,-38.51,2004
43110,AM,CE,-3.07,-61.66,-3.71,-38.54,2004
281376,AM,DF,-3.07,-61.66,-15.83,-47.86,2004
318,AM,GO,-3.07,-61.66,-16.64,-49.31,2004
8439,AM,MA,-3.07,-61.66,-2.55,-44.3,2004
789,AM,MG,-3.07,-61.66,-18.1,-44.38,2004
173243,AM,PA,-3.07,-61.66,-5.53,-52.29,2004
9720,AM,PE,-3.07,-61.66,-8.28,-35.07,2004
2000,AM,PI,-3.07,-61.66,-8.28,-43.68,2004
2586,AM,PR,-3.07,-61.66,-24.89,-51.55,2004
82840,AM,RJ,-3.07,-61.66,-22.84,-43.15,2004
16,AM,RN,-3.07,-61.66,-5.22,-36.52,2004
52454,AM,RO,-3.07,-61.66,-11.22,-62.8,2004
71144,AM,RR,-3.07,-61.66,1.89,-61.22,2004
1651,AM,RS,-3.07,-61.66,-30.01,-51.22,2004
246897,AM,SP,-3.07,-61.66,-23.55,-46.64,2004
37,AM,TO,-3.07,-61.66,-10.25,-48.25,2004
2,AP,CE,1.41,-51.77,-3.71,-38.54,2004
46576,AP,DF,1.41,-51.77,-15.83,-47.86,2004
2,AP,GO,1.41,-51.77,-16.64,-49.31,2004
6,AP,MG,1.41,-51.77,-18.1,-44.38,2004
297688,AP,PA,1.41,-51.77,-5.53,-52.29,2004
28,AP,PR,1.41,-51.77,-24.89,-51.55,2004
2565,AP,RJ,1.41,-51.77,-22.84,-43.15,2004
133,AP,RR,1.41,-51.77,1.89,-61.22,2004
210,AP,RS,1.41,-51.77,-30.01,-51.22,2004
158,AP,SC,1.41,-51.77,-27.33,-49.44,2004
7713,AP,SP,1.41,-51.77,-23.55,-46.64,2004
143309,BA,CE,-12.96,-38.51,-3.71,-38.54,2004
359714,BA,DF,-12.96,-38.51,-15.83,-47.86,2004
28435,BA,ES,-12.96,-38.51,-19.19,-40.34,2004
7894,BA,GO,-12.96,-38.51,-16.64,-49.31,2004
2001,BA,MA,-12.96,-38.51,-2.55,-44.3,2004
275662,BA,MG,-12.96,-38.51,-18.1,-44.38,2004
1014,BA,MS,-12.96,-38.51,-20.51,-54.54,2004
3205,BA,MT,-12.96,-38.51,-12.64,-55.42,2004
5692,BA,PA,-12.96,-38.51,-5.53,-52.29,2004
7406,BA,PB,-12.96,-38.51,-7.06,-35.55,2004
315667,BA,PE,-12.96,-38.51,-8.28,-35.07,2004
24375,BA,PR,-12.96,-38.51,-24.89,-51.55,2004
583304,BA,RJ,-12.96,-38.51,-22.84,-43.15,2004
89388,BA,RN,-12.96,-38.51,-5.22,-36.52,2004
62650,BA,RS,-12.96,-38.51,-30.01,-51.22,2004
12695,BA,SC,-12.96,-38.51,-27.33,-49.44,2004
105608,BA,SE,-12.96,-38.51,-10.9,-37.07,2004
1573450,BA,SP,-12.96,-38.51,-23.55,-46.64,2004
32,BA,TO,-12.96,-38.51,-10.25,-48.25,2004
252735,CE,DF,-3.71,-38.54,-15.83,-47.86,2004
1492,CE,ES,-3.71,-38.54,-19.19,-40.34,2004
2133,CE,GO,-3.71,-38.54,-16.64,-49.31,2004
177528,CE,MA,-3.71,-38.54,-2.55,-44.3,2004
27492,CE,MG,-3.71,-38.54,-18.1,-44.38,2004
432,CE,MS,-3.71,-38.54,-20.51,-54.54,2004
1344,CE,MT,-3.71,-38.54,-12.64,-55.42,2004
65635,CE,PA,-3.71,-38.54,-5.53,-52.29,2004
162,CE,PB,-3.71,-38.54,-7.06,-35.55,2004
321409,CE,PE,-3.71,-38.54,-8.28,-35.07,2004
75291,CE,PI,-3.71,-38.54,-8.28,-43.68,2004
9367,CE,PR,-3.71,-38.54,-24.89,-51.55,2004
151362,CE,RJ,-3.71,-38.54,-22.84,-43.15,2004
71149,CE,RN,-3.71,-38.54,-5.22,-36.52,2004
29720,CE,RS,-3.71,-38.54,-30.01,-51.22,2004
560,CE,SC,-3.71,-38.54,-27.33,-49.44,2004
460238,CE,SP,-3.71,-38.54,-23.55,-46.64,2004
63767,DF,ES,-15.83,-47.86,-19.19,-40.34,2004
243535,DF,GO,-15.83,-47.86,-16.64,-49.31,2004
194960,DF,MA,-15.83,-47.86,-2.55,-44.3,2004
438492,DF,MG,-15.83,-47.86,-18.1,-44.38,2004
48053,DF,MS,-15.83,-47.86,-20.51,-54.54,2004
182915,DF,MT,-15.83,-47.86,-12.64,-55.42,2004
334731,DF,PA,-15.83,-47.86,-5.53,-52.29,2004
43951,DF,PB,-15.83,-47.86,-7.06,-35.55,2004
273749,DF,PE,-15.83,-47.86,-8.28,-35.07,2004
113420,DF,PI,-15.83,-47.86,-8.28,-43.68,2004
194048,DF,PR,-15.83,-47.86,-24.89,-51.55,2004
850579,DF,RJ,-15.83,-47.86,-22.84,-43.15,2004
98509,DF,RN,-15.83,-47.86,-5.22,-36.52,2004
116988,DF,RO,-15.83,-47.86,-11.22,-62.8,2004
22043,DF,RR,-15.83,-47.86,1.89,-61.22,2004
135079,DF,RS,-15.83,-47.86,-30.01,-51.22,2004
65720,DF,SC,-15.83,-47.86,-27.33,-49.44,2004
46225,DF,SE,-15.83,-47.86,-10.9,-37.07,2004
1648227,DF,SP,-15.83,-47.86,-23.55,-46.64,2004
127658,DF,TO,-15.83,-47.86,-10.25,-48.25,2004
4,ES,GO,-19.19,-40.34,-16.64,-49.31,2004
27,ES,MA,-19.19,-40.34,-2.55,-44.3,2004
203162,ES,MG,-19.19,-40.34,-18.1,-44.38,2004
10,ES,PB,-19.19,-40.34,-7.06,-35.55,2004
1247,ES,PE,-19.19,-40.34,-8.28,-35.07,2004
357,ES,PI,-19.19,-40.34,-8.28,-43.68,2004
6202,ES,PR,-19.19,-40.34,-24.89,-51.55,2004
454112,ES,RJ,-19.19,-40.34,-22.84,-43.15,2004
1630,ES,RN,-19.19,-40.34,-5.22,-36.52,2004
12,ES,RS,-19.19,-40.34,-30.01,-51.22,2004
50,ES,SC,-19.19,-40.34,-27.33,-49.44,2004
63,ES,SE,-19.19,-40.34,-10.9,-37.07,2004
320075,ES,SP,-19.19,-40.34,-23.55,-46.64,2004
26,ES,TO,-19.19,-40.34,-10.25,-48.25,2004
66,GO,MA,-16.64,-49.31,-2.55,-44.3,2004
7189,GO,MG,-16.64,-49.31,-18.1,-44.38,2004
11534,GO,MS,-16.64,-49.31,-20.51,-54.54,2004
8190,GO,MT,-16.64,-49.31,-12.64,-55.42,2004
64,GO,PA,-16.64,-49.31,-5.53,-52.29,2004
611,GO,PB,-16.64,-49.31,-7.06,-35.55,2004
2383,GO,PE,-16.64,-49.31,-8.28,-35.07,2004
1009,GO,PR,-16.64,-49.31,-24.89,-51.55,2004
4973,GO,RJ,-16.64,-49.31,-22.84,-43.15,2004
2211,GO,RN,-16.64,-49.31,-5.22,-36.52,2004
1796,GO,RO,-16.64,-49.31,-11.22,-62.8,2004
27,GO,RR,-16.64,-49.31,1.89,-61.22,2004
1542,GO,RS,-16.64,-49.31,-30.01,-51.22,2004
381,GO,SC,-16.64,-49.31,-27.33,-49.44,2004
844,GO,SE,-16.64,-49.31,-10.9,-37.07,2004
492748,GO,SP,-16.64,-49.31,-23.55,-46.64,2004
21619,GO,TO,-16.64,-49.31,-10.25,-48.25,2004
48,MA,MG,-2.55,-44.3,-18.1,-44.38,2004
86100,MA,PA,-2.55,-44.3,-5.53,-52.29,2004
10986,MA,PE,-2.55,-44.3,-8.28,-35.07,2004
12719,MA,PI,-2.55,-44.3,-8.28,-43.68,2004
717,MA,PR,-2.55,-44.3,-24.89,-51.55,2004
12098,MA,RJ,-2.55,-44.3,-22.84,-43.15,2004
470,MA,RN,-2.55,-44.3,-5.22,-36.52,2004
206,MA,SE,-2.55,-44.3,-10.9,-37.07,2004
29546,MA,SP,-2.55,-44.3,-23.55,-46.64,2004
116,MA,TO,-2.55,-44.3,-10.25,-48.25,2004
8,MG,MS,-18.1,-44.38,-20.51,-54.54,2004
1740,MG,MT,-18.1,-44.38,-12.64,-55.42,2004
4531,MG,PA,-18.1,-44.38,-5.53,-52.29,2004
11,MG,PB,-18.1,-44.38,-7.06,-35.55,2004
50466,MG,PE,-18.1,-44.38,-8.28,-35.07,2004
262,MG,PI,-18.1,-44.38,-8.28,-43.68,2004
2614,MG,PR,-18.1,-44.38,-24.89,-51.55,2004
562083,MG,RJ,-18.1,-44.38,-22.84,-43.15,2004
8743,MG,RN,-18.1,-44.38,-5.22,-36.52,2004
4663,MG,RS,-18.1,-44.38,-30.01,-51.22,2004
1374,MG,SC,-18.1,-44.38,-27.33,-49.44,2004
1062,MG,SE,-18.1,-44.38,-10.9,-37.07,2004
1742649,MG,SP,-18.1,-44.38,-23.55,-46.64,2004
1481,MG,TO,-18.1,-44.38,-10.25,-48.25,2004
100019,MS,MT,-20.51,-54.54,-12.64,-55.42,2004
32212,MS,PR,-20.51,-54.54,-24.89,-51.55,2004
1828,MS,RJ,-20.51,-54.54,-22.84,-43.15,2004
23,MS,RN,-20.51,-54.54,-5.22,-36.52,2004
